Date_Time,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,sea_level_pressure_set_1,sea_level_pressure_set_1d
01/01/2022 06:05 AKST,101117.52,-24,52.18,,101359.06
01/01/2022 06:10 AKST,101117.52,-24,52.18,,101359.06
01/01/2022 06:15 AKST,101151.38,-25,57.11,,101400.38
01/01/2022 06:20 AKST,101151.38,-24,52.18,,101393.01
01/01/2022 06:25 AKST,101151.38,-25,57.11,,101400.38
01/01/2022 06:30 AKST,101151.38,-25,57.11,,101400.38
01/01/2022 06:35 AKST,101151.38,-25,57.11,,101400.38
01/01/2022 06:40 AKST,101185.24,-25,57.11,,101434.32
01/01/2022 06:45 AKST,101185.24,-25,57.11,,101434.32
01/01/2022 06:50 AKST,101219.11,-24,52.18,,101460.9
01/01/2022 06:53 AKST,101219.11,-25,57.11,101400,101468.27
01/01/2022 06:55 AKST,101219.11,-25,57.11,,101468.27
01/01/2022 07:00 AKST,101252.97,-25,57.11,,101502.22
01/01/2022 07:05 AKST,101252.97,-25,57.11,,101502.22
01/01/2022 07:10 AKST,101252.97,-25,57.11,,101502.22
01/01/2022 07:15 AKST,101252.97,-25,57.11,,101502.22
01/01/2022 07:20 AKST,101286.84,-25,57.11,,101536.16
01/01/2022 07:25 AKST,101286.84,-25,57.11,,101536.16
01/01/2022 07:30 AKST,101286.84,-25,57.11,,101536.16
01/01/2022 07:35 AKST,101320.7,-25,57.11,,101570.11
01/01/2022 07:40 AKST,101320.7,-25,57.11,,101570.11
01/01/2022 07:45 AKST,101320.7,-25,57.11,,101570.11
01/01/2022 07:50 AKST,101320.7,-25,57.11,,101570.11
01/01/2022 07:53 AKST,101354.56,-25,57.11,101520,101604.06
01/01/2022 07:55 AKST,101354.56,-26,62.56,,101611.51
01/01/2022 08:00 AKST,101354.56,-25,57.11,,101604.06
01/01/2022 08:05 AKST,101388.43,-25,57.11,,101638.01
01/01/2022 08:10 AKST,101388.43,-25,57.11,,101638.01
01/01/2022 08:15 AKST,101388.43,-25,57.11,,101638.01
01/01/2022 08:20 AKST,101422.29,-25,57.11,,101671.95
01/01/2022 08:25 AKST,101422.29,-25,57.11,,101671.95
01/01/2022 08:30 AKST,101422.29,-26,56.8,,101679.4
01/01/2022 08:35 AKST,101456.16,-26,56.8,,101713.35
01/01/2022 08:40 AKST,101490.02,-26,56.8,,101747.31
01/01/2022 08:45 AKST,101490.02,-26,56.8,,101747.31
01/01/2022 08:50 AKST,101490.02,-26,56.8,,101747.31
01/01/2022 08:53 AKST,101523.88,-25.6,56.8,101680,101778.26
01/01/2022 08:55 AKST,101523.88,-26,56.8,,101781.25
01/01/2022 09:00 AKST,101523.88,-26,56.8,,101781.25
01/01/2022 09:05 AKST,101523.88,-26,56.8,,101781.25
01/01/2022 09:10 AKST,101557.75,-26,56.8,,101815.2
01/01/2022 09:15 AKST,101557.75,-26,56.8,,101815.2
01/01/2022 09:20 AKST,101591.61,-26,62.56,,101849.15
01/01/2022 09:25 AKST,101591.61,-26,62.56,,101849.15
01/01/2022 09:30 AKST,101591.61,-26,62.56,,101849.15
01/01/2022 09:35 AKST,101625.47,-26,62.56,,101883.1
01/01/2022 09:40 AKST,101625.47,-26,62.56,,101883.1
01/01/2022 09:45 AKST,101625.47,-25,57.11,,101875.63
01/01/2022 09:50 AKST,101625.47,-25,57.11,,101875.63
01/01/2022 09:53 AKST,101625.47,-25,57.11,101820,101875.63
01/01/2022 09:55 AKST,101659.34,-25,57.11,,101909.58
01/01/2022 10:00 AKST,101659.34,-25,62.84,,101909.58
01/01/2022 10:05 AKST,101659.34,-25,62.84,,101909.58
01/01/2022 10:10 AKST,101693.2,-25,62.84,,101943.53
01/01/2022 10:15 AKST,101693.2,-25,62.84,,101943.53
01/01/2022 10:20 AKST,101693.2,-25,57.11,,101943.53
01/01/2022 10:25 AKST,101693.2,-25,57.11,,101943.53
01/01/2022 10:30 AKST,101727.06,-25,57.11,,101977.48
01/01/2022 10:35 AKST,101727.06,-25,57.11,,101977.48
01/01/2022 10:40 AKST,101727.06,-25,57.11,,101977.48
01/01/2022 10:45 AKST,101760.93,-25,57.11,,102011.42
01/01/2022 10:50 AKST,101760.93,-25,57.11,,102011.42
01/01/2022 10:53 AKST,101794.79,-25,57.11,101970,102045.37
01/01/2022 10:55 AKST,101794.79,-25,57.11,,102045.37
01/01/2022 11:00 AKST,101794.79,-26,62.56,,102052.85
01/01/2022 11:05 AKST,101794.79,-26,62.56,,102052.85
01/01/2022 11:10 AKST,101794.79,-26,62.56,,102052.85
01/01/2022 11:15 AKST,101794.79,-26,62.56,,102052.85
01/01/2022 11:20 AKST,101828.66,-25,57.11,,102079.32
01/01/2022 11:25 AKST,101828.66,-26,62.56,,102086.8
01/01/2022 11:30 AKST,101828.66,-26,62.56,,102086.8
01/01/2022 11:35 AKST,101828.66,-26,62.56,,102086.8
01/01/2022 11:40 AKST,101862.52,-26,56.8,,102120.75
01/01/2022 11:45 AKST,101896.38,-26,56.8,,102154.7
01/01/2022 11:50 AKST,101896.38,-26,56.8,,102154.7
01/01/2022 11:53 AKST,101896.38,-25.6,56.8,102080,102151.7
01/01/2022 11:55 AKST,101896.38,-26,56.8,,102154.7
01/01/2022 12:00 AKST,101896.38,-26,56.8,,102154.7
01/01/2022 12:05 AKST,101896.38,-26,56.8,,102154.7
01/01/2022 12:10 AKST,101930.25,-26,56.8,,102188.65
01/01/2022 12:15 AKST,101930.25,-26,56.8,,102188.65
01/01/2022 12:20 AKST,101930.25,-26,56.8,,102188.65
01/01/2022 12:25 AKST,101930.25,-26,56.8,,102188.65
01/01/2022 12:30 AKST,101930.25,-26,56.8,,102188.65
01/01/2022 12:35 AKST,101964.11,-26,56.8,,102222.6
01/01/2022 12:40 AKST,101964.11,-26,56.8,,102222.6
01/01/2022 12:45 AKST,101997.98,-26,56.8,,102256.55
01/01/2022 12:50 AKST,101997.98,-26,56.8,,102256.55
01/01/2022 12:53 AKST,101997.98,-26.1,56.8,102190,102257.3
01/01/2022 12:55 AKST,101997.98,-26,56.8,,102256.55
01/01/2022 13:00 AKST,101997.98,-26,56.8,,102256.55
01/01/2022 13:05 AKST,102031.84,-26,56.8,,102290.5
01/01/2022 13:10 AKST,102031.84,-26,56.8,,102290.5
01/01/2022 13:15 AKST,102065.7,-26,56.8,,102324.45
01/01/2022 13:20 AKST,102065.7,-26,56.8,,102324.45
01/01/2022 13:25 AKST,102065.7,-26,56.8,,102324.45
01/01/2022 13:30 AKST,102065.7,-26,56.8,,102324.45
01/01/2022 13:35 AKST,102065.7,-26,56.8,,102324.45
01/01/2022 13:40 AKST,102099.57,-26,56.8,,102358.39
01/01/2022 13:45 AKST,102099.57,-26,56.8,,102358.39
01/01/2022 13:50 AKST,102133.43,-26,56.8,,102392.35
01/01/2022 13:53 AKST,102133.43,-26.1,56.8,102300,102393.1
01/01/2022 13:55 AKST,102133.43,-26,56.8,,102392.35
01/01/2022 14:00 AKST,102133.43,-26,56.8,,102392.35
01/01/2022 14:05 AKST,102133.43,-26,56.8,,102392.35
01/01/2022 14:10 AKST,102133.43,-26,56.8,,102392.35
01/01/2022 14:15 AKST,102167.3,-26,56.8,,102426.3
01/01/2022 14:20 AKST,102167.3,-26,56.8,,102426.3
01/01/2022 14:25 AKST,102167.3,-26,56.8,,102426.3
01/01/2022 14:30 AKST,102201.16,-26,56.8,,102460.24
01/01/2022 14:35 AKST,102201.16,-26,56.8,,102460.24
01/01/2022 14:40 AKST,102235.02,-26,56.8,,102494.2
01/01/2022 14:45 AKST,102235.02,-26,56.8,,102494.2
01/01/2022 14:50 AKST,102235.02,-26,56.8,,102494.2
01/01/2022 14:53 AKST,102235.02,-26.1,56.8,102420,102494.95
01/01/2022 14:55 AKST,102235.02,-26,56.8,,102494.2
01/01/2022 15:00 AKST,102235.02,-26,56.8,,102494.2
01/01/2022 15:05 AKST,102235.02,-26,56.8,,102494.2
01/01/2022 15:10 AKST,102235.02,-26,56.8,,102494.2
01/01/2022 15:15 AKST,102268.89,-26,56.8,,102528.15
01/01/2022 15:20 AKST,102268.89,-27,62.28,,102535.72
01/01/2022 15:25 AKST,102268.89,-26,56.8,,102528.15
01/01/2022 15:30 AKST,102268.89,-26,56.8,,102528.15
01/01/2022 15:35 AKST,102302.75,-26,56.8,,102562.09
01/01/2022 15:40 AKST,102302.75,-26,51.53,,102562.09
01/01/2022 15:45 AKST,102302.75,-27,56.49,,102569.67
01/01/2022 15:50 AKST,102336.62,-27,56.49,,102603.62
01/01/2022 15:53 AKST,102336.62,-26.7,56.49,102530,102601.34
01/01/2022 15:55 AKST,102336.62,-27,62.28,,102603.62
01/01/2022 16:00 AKST,102336.62,-27,62.28,,102603.62
01/01/2022 16:05 AKST,102336.62,-27,62.28,,102603.62
01/01/2022 16:10 AKST,102370.48,-27,62.28,,102637.58
01/01/2022 16:15 AKST,102370.48,-26,56.8,,102630
01/01/2022 16:20 AKST,102370.48,-27,62.28,,102637.58
01/01/2022 16:25 AKST,102404.34,-27,62.28,,102671.53
01/01/2022 16:30 AKST,102404.34,-27,56.49,,102671.53
01/01/2022 16:35 AKST,102438.21,-27,56.49,,102705.48
01/01/2022 16:40 AKST,102438.21,-27,56.49,,102705.48
01/01/2022 16:45 AKST,102438.21,-27,56.49,,102705.48
01/01/2022 16:50 AKST,102438.21,-27,56.49,,102705.48
01/01/2022 16:53 AKST,102438.21,-26.7,56.49,102640,102703.19
01/01/2022 16:55 AKST,102472.07,-27,56.49,,102739.43
01/01/2022 17:00 AKST,102472.07,-27,56.49,,102739.43
01/01/2022 17:05 AKST,102472.07,-27,56.49,,102739.43
01/01/2022 17:10 AKST,102505.93,-26,51.53,,102765.8
01/01/2022 17:15 AKST,102505.93,-26,51.53,,102765.8
01/01/2022 17:20 AKST,102505.93,-26,51.53,,102765.8
01/01/2022 17:25 AKST,102539.8,-26,51.53,,102799.74
01/01/2022 17:30 AKST,102539.8,-26,51.53,,102799.74
01/01/2022 17:35 AKST,102539.8,-26,51.53,,102799.74
01/01/2022 17:40 AKST,102573.66,-26,51.53,,102833.69
01/01/2022 17:45 AKST,102573.66,-27,56.49,,102841.29
01/01/2022 17:50 AKST,102573.66,-26,51.53,,102833.69
01/01/2022 17:53 AKST,102607.53,-26.1,51.53,102790,102868.4
01/01/2022 17:55 AKST,102607.53,-26,51.53,,102867.65
01/01/2022 18:00 AKST,102607.53,-27,56.49,,102875.24
01/01/2022 18:05 AKST,102607.53,-26,51.53,,102867.65
01/01/2022 18:10 AKST,102641.39,-26,51.53,,102901.6
01/01/2022 18:15 AKST,102641.39,-26,51.53,,102901.6
01/01/2022 18:20 AKST,102641.39,-26,51.53,,102901.6
01/01/2022 18:25 AKST,102675.25,-26,51.53,,102935.54
01/01/2022 18:30 AKST,102675.25,-26,51.53,,102935.54
01/01/2022 18:35 AKST,102709.12,-26,51.53,,102969.49
01/01/2022 18:40 AKST,102709.12,-27,56.49,,102977.1
01/01/2022 18:45 AKST,102709.12,-26,51.53,,102969.49
01/01/2022 18:50 AKST,102709.12,-26,51.53,,102969.49
01/01/2022 18:53 AKST,102709.12,-26.7,56.49,102910,102974.81
01/01/2022 18:55 AKST,102742.98,-27,56.49,,103011.05
01/01/2022 19:00 AKST,102742.98,-27,51.2,,103011.05
01/01/2022 19:05 AKST,102742.98,-27,56.49,,103011.05
01/01/2022 19:10 AKST,102776.84,-27,56.49,,103045
01/01/2022 19:15 AKST,102776.84,-27,56.49,,103045
01/01/2022 19:20 AKST,102776.84,-27,56.49,,103045
01/01/2022 19:25 AKST,102776.84,-27,56.49,,103045
01/01/2022 19:30 AKST,102810.71,-26,51.53,,103071.34
01/01/2022 19:35 AKST,102810.71,-26,51.53,,103071.34
01/01/2022 19:40 AKST,102810.71,-27,56.49,,103078.95
01/01/2022 19:45 AKST,102810.71,-27,56.49,,103078.95
01/01/2022 19:50 AKST,102810.71,-26,51.53,,103071.34
01/01/2022 19:53 AKST,102810.71,-26.1,51.53,103010,103072.1
01/01/2022 19:55 AKST,102844.57,-26,51.53,,103105.29
01/01/2022 20:00 AKST,102844.57,-26,51.53,,103105.29
01/01/2022 20:05 AKST,102844.57,-27,56.49,,103112.91
01/01/2022 20:10 AKST,102844.57,-27,56.49,,103112.91
01/01/2022 20:15 AKST,102844.57,-27,56.49,,103112.91
01/01/2022 20:20 AKST,102878.44,-27,56.49,,103146.85
01/01/2022 20:25 AKST,102878.44,-27,56.49,,103146.85
01/01/2022 20:30 AKST,102912.3,-26,51.53,,103173.19
01/01/2022 20:35 AKST,102912.3,-27,56.49,,103180.81
01/01/2022 20:40 AKST,102912.3,-27,56.49,,103180.81
01/01/2022 20:45 AKST,102912.3,-26,51.53,,103173.19
01/01/2022 20:50 AKST,102946.16,-26,51.53,,103207.14
01/01/2022 20:53 AKST,102946.16,-26.1,51.53,103140,103207.9
01/01/2022 20:55 AKST,102946.16,-26,51.53,,103207.14
01/01/2022 21:00 AKST,102946.16,-26,51.53,,103207.14
01/01/2022 21:05 AKST,102980.03,-26,51.53,,103241.09
01/01/2022 21:10 AKST,102980.03,-26,51.53,,103241.09
01/01/2022 21:15 AKST,102980.03,-26,51.53,,103241.09
01/01/2022 21:20 AKST,102980.03,-26,51.53,,103241.09
01/01/2022 21:25 AKST,102980.03,-26,51.53,,103241.09
01/01/2022 21:30 AKST,102980.03,-26,51.53,,103241.09
01/01/2022 21:35 AKST,102980.03,-26,51.53,,103241.09
01/01/2022 21:40 AKST,102980.03,-26,51.53,,103241.09
01/01/2022 21:45 AKST,103013.89,-26,51.53,,103275.04
01/01/2022 21:50 AKST,103013.89,-26,51.53,,103275.04
01/01/2022 21:53 AKST,103013.89,-26.1,51.53,103210,103275.8
01/01/2022 21:55 AKST,103013.89,-26,51.53,,103275.04
01/01/2022 22:00 AKST,103013.89,-26,51.53,,103275.04
01/01/2022 22:05 AKST,103013.89,-26,51.53,,103275.04
01/01/2022 22:10 AKST,103047.76,-26,51.53,,103308.99
01/01/2022 22:15 AKST,103047.76,-26,51.53,,103308.99
01/01/2022 22:20 AKST,103081.62,-26,51.53,,103342.94
01/01/2022 22:25 AKST,103081.62,-27,56.49,,103350.58
01/01/2022 22:30 AKST,103081.62,-27,56.49,,103350.58
01/01/2022 22:35 AKST,103115.48,-27,56.49,,103384.52
01/01/2022 22:40 AKST,103081.62,-27,56.49,,103350.58
01/01/2022 22:45 AKST,103115.48,-27,56.49,,103384.52
01/01/2022 22:50 AKST,103115.48,-27,56.49,,103384.52
01/01/2022 22:53 AKST,103115.48,-26.7,56.49,103310,103382.22
01/01/2022 22:55 AKST,103115.48,-27,56.49,,103384.52
01/01/2022 23:00 AKST,103115.48,-27,56.49,,103384.52
01/01/2022 23:05 AKST,103149.35,-27,56.49,,103418.48
01/01/2022 23:10 AKST,103149.35,-27,56.49,,103418.48
01/01/2022 23:15 AKST,103149.35,-27,56.49,,103418.48
01/01/2022 23:20 AKST,103183.21,-27,56.49,,103452.43
01/01/2022 23:25 AKST,103183.21,-27,56.49,,103452.43
01/01/2022 23:30 AKST,103183.21,-27,56.49,,103452.43
01/01/2022 23:35 AKST,103217.08,-27,56.49,,103486.39
01/01/2022 23:40 AKST,103217.08,-27,56.49,,103486.39
01/01/2022 23:45 AKST,103217.08,-27,56.49,,103486.39
01/01/2022 23:50 AKST,103250.94,-27,51.2,,103520.33
01/01/2022 23:53 AKST,103250.94,-27.2,51.2,103440,103521.87
01/01/2022 23:55 AKST,103250.94,-27,51.2,,103520.33
01/02/2022 00:00 AKST,103250.94,-27,51.2,,103520.33
01/02/2022 00:05 AKST,103250.94,-27,56.49,,103520.33
01/02/2022 00:10 AKST,103250.94,-27,56.49,,103520.33
01/02/2022 00:15 AKST,103250.94,-28,56.18,,103528.04
01/02/2022 00:20 AKST,103284.8,-29,61.71,,103569.77
01/02/2022 00:25 AKST,103284.8,-31,61.12,,103585.52
01/02/2022 00:30 AKST,103284.8,-31,61.12,,103585.52
01/02/2022 00:35 AKST,103284.8,-31,61.12,,103585.52
01/02/2022 00:40 AKST,103284.8,-29,55.87,,103569.77
01/02/2022 00:45 AKST,103318.67,-28,56.18,,103595.96
01/02/2022 00:50 AKST,103318.67,-27,51.2,,103588.24
01/02/2022 00:53 AKST,103318.67,-27.2,51.2,103520,103589.78
01/02/2022 00:55 AKST,103318.67,-28,56.18,,103595.96
01/02/2022 01:00 AKST,103318.67,-27,51.2,,103588.24
01/02/2022 01:05 AKST,103318.67,-27,51.2,,103588.24
01/02/2022 01:10 AKST,103352.53,-28,56.18,,103629.9
01/02/2022 01:15 AKST,103352.53,-28,56.18,,103629.9
01/02/2022 01:20 AKST,103352.53,-28,56.18,,103629.9
01/02/2022 01:25 AKST,103386.4,-28,56.18,,103663.86
01/02/2022 01:30 AKST,103386.4,-28,56.18,,103663.86
01/02/2022 01:35 AKST,103386.4,-29,55.87,,103671.64
01/02/2022 01:40 AKST,103386.4,-28,56.18,,103663.86
01/02/2022 01:45 AKST,103420.26,-28,56.18,,103697.82
01/02/2022 01:50 AKST,103420.26,-28,56.18,,103697.82
01/02/2022 01:53 AKST,103454.12,-29.4,61.71,103640,103742.69
01/02/2022 01:55 AKST,103454.12,-29,61.71,,103739.55
01/02/2022 02:00 AKST,103454.12,-28,56.18,,103731.77
01/02/2022 02:05 AKST,103454.12,-28,61.99,,103731.77
01/02/2022 02:10 AKST,103454.12,-28,56.18,,103731.77
01/02/2022 02:15 AKST,103454.12,-29,61.71,,103739.55
01/02/2022 02:20 AKST,103454.12,-28,56.18,,103731.77
01/02/2022 02:25 AKST,103487.99,-28,56.18,,103765.72
01/02/2022 02:30 AKST,103487.99,-28,56.18,,103765.72
01/02/2022 02:35 AKST,103487.99,-28,56.18,,103765.72
01/02/2022 02:40 AKST,103487.99,-28,56.18,,103765.72
01/02/2022 02:45 AKST,103487.99,-29,61.71,,103773.51
01/02/2022 02:50 AKST,103521.85,-28,56.18,,103799.68
01/02/2022 02:53 AKST,103521.85,-28.3,56.18,103720,103802.01
01/02/2022 02:55 AKST,103521.85,-28,56.18,,103799.68
01/02/2022 03:00 AKST,103521.85,-28,56.18,,103799.68
01/02/2022 03:05 AKST,103521.85,-28,56.18,,103799.68
01/02/2022 03:10 AKST,103521.85,-27,51.2,,103791.95
01/02/2022 03:15 AKST,103521.85,-27,51.2,,103791.95
01/02/2022 03:20 AKST,103521.85,-27,56.49,,103791.95
01/02/2022 03:25 AKST,103555.71,-27,56.49,,103825.91
01/02/2022 03:30 AKST,103555.71,-27,56.49,,103825.91
01/02/2022 03:35 AKST,103555.71,-27,51.2,,103825.91
01/02/2022 03:40 AKST,103555.71,-27,51.2,,103825.91
01/02/2022 03:45 AKST,103555.71,-27,51.2,,103825.91
01/02/2022 03:50 AKST,103589.58,-27,51.2,,103859.85
01/02/2022 03:53 AKST,103589.58,-27.2,51.2,103780,103861.4
01/02/2022 03:55 AKST,103589.58,-27,51.2,,103859.85
01/02/2022 04:00 AKST,103589.58,-27,51.2,,103859.85
01/02/2022 04:05 AKST,103589.58,-27,51.2,,103859.85
01/02/2022 04:10 AKST,103589.58,-27,51.2,,103859.85
01/02/2022 04:15 AKST,103589.58,-27,56.49,,103859.85
01/02/2022 04:20 AKST,103589.58,-27,56.49,,103859.85
01/02/2022 04:25 AKST,103589.58,-27,56.49,,103859.85
01/02/2022 04:30 AKST,103623.44,-27,56.49,,103893.81
01/02/2022 04:35 AKST,103623.44,-27,56.49,,103893.81
01/02/2022 04:40 AKST,103623.44,-27,56.49,,103893.81
01/02/2022 04:45 AKST,103623.44,-27,56.49,,103893.81
01/02/2022 04:50 AKST,103623.44,-27,56.49,,103893.81
01/02/2022 04:53 AKST,103623.44,-26.7,56.49,103830,103891.5
01/02/2022 04:55 AKST,103623.44,-27,51.2,,103893.81
01/02/2022 05:00 AKST,103623.44,-27,51.2,,103893.81
01/02/2022 05:05 AKST,103657.31,-27,51.2,,103927.76
01/02/2022 05:10 AKST,103657.31,-27,56.49,,103927.76
01/02/2022 05:15 AKST,103657.31,-27,56.49,,103927.76
01/02/2022 05:20 AKST,103657.31,-27,51.2,,103927.76
01/02/2022 05:25 AKST,103657.31,-27,56.49,,103927.76
01/02/2022 05:30 AKST,103691.17,-27,56.49,,103961.71
01/02/2022 05:35 AKST,103691.17,-28,56.18,,103969.45
01/02/2022 05:40 AKST,103691.17,-28,56.18,,103969.45
01/02/2022 05:45 AKST,103691.17,-28,56.18,,103969.45
01/02/2022 05:50 AKST,103691.17,-27,56.49,,103961.71
01/02/2022 05:53 AKST,103691.17,-27.2,56.49,103900,103963.25
01/02/2022 05:55 AKST,103691.17,-27,51.2,,103961.71
01/02/2022 06:00 AKST,103725.03,-27,56.49,,103995.66
01/02/2022 06:05 AKST,103725.03,-27,56.49,,103995.66
01/02/2022 06:10 AKST,103725.03,-27,56.49,,103995.66
01/02/2022 06:15 AKST,103725.03,-27,51.2,,103995.66
01/02/2022 06:20 AKST,103725.03,-27,51.2,,103995.66
01/02/2022 06:25 AKST,103725.03,-28,56.18,,104003.41
01/02/2022 06:30 AKST,103725.03,-28,56.18,,104003.41
01/02/2022 06:35 AKST,103758.9,-29,61.71,,104045.18
01/02/2022 06:40 AKST,103758.9,-28,56.18,,104037.37
01/02/2022 06:45 AKST,103758.9,-29,61.71,,104045.18
01/02/2022 06:50 AKST,103758.9,-28,56.18,,104037.37
01/02/2022 06:53 AKST,103758.9,-28.9,61.71,103970,104044.39
01/02/2022 06:55 AKST,103758.9,-29,61.71,,104045.18
01/02/2022 07:00 AKST,103758.9,-30,67.83,,104053.05
01/02/2022 07:05 AKST,103792.76,-29,61.71,,104079.14
01/02/2022 07:10 AKST,103792.76,-29,61.71,,104079.14
01/02/2022 07:15 AKST,103792.76,-29,61.71,,104079.14
01/02/2022 07:20 AKST,103792.76,-28,56.18,,104071.32
01/02/2022 07:25 AKST,103792.76,-29,68.09,,104079.14
01/02/2022 07:30 AKST,103792.76,-32,82.21,,104102.97
01/02/2022 07:35 AKST,103792.76,-31,61.12,,104094.96
01/02/2022 07:40 AKST,103792.76,-27,56.49,,104063.57
01/02/2022 07:45 AKST,103792.76,-28,61.99,,104071.32
01/02/2022 07:50 AKST,103792.76,-29,61.71,,104079.14
01/02/2022 07:53 AKST,103792.76,-29.4,61.71,104010,104082.28
01/02/2022 07:55 AKST,103792.76,-31,74.64,,104094.96
01/02/2022 08:00 AKST,103826.62,-30,67.83,,104120.97
01/02/2022 08:05 AKST,103826.62,-33,74.21,,104145
01/02/2022 08:10 AKST,103826.62,-35,5.08,,104161.37
01/02/2022 08:15 AKST,103826.62,-34,4.6,,104153.15
01/02/2022 08:20 AKST,103826.62,-36,5.62,,104169.66
01/02/2022 08:25 AKST,103826.62,-35,5.08,,104161.37
01/02/2022 08:30 AKST,103826.62,-35,5.08,,104161.37
01/02/2022 08:35 AKST,103826.62,-36,5.62,,104169.66
01/02/2022 08:40 AKST,103826.62,-36,5.62,,104169.66
01/02/2022 08:45 AKST,103860.49,-36,5.62,,104203.63
01/02/2022 08:50 AKST,103860.49,-36,5.62,,104203.63
01/02/2022 08:53 AKST,103860.49,-35.6,,104080,None
01/02/2022 08:55 AKST,103860.49,-34,4.6,,104187.13
01/02/2022 09:00 AKST,103860.49,-33,60.53,,104178.97
01/02/2022 09:05 AKST,103860.49,-32,60.83,,104170.89
01/02/2022 09:10 AKST,103894.35,-31,74.64,,104196.84
01/02/2022 09:15 AKST,103894.35,-33,74.21,,104212.94
01/02/2022 09:20 AKST,103894.35,-33,67.05,,104212.94
01/02/2022 09:25 AKST,103894.35,-31,61.12,,104196.84
01/02/2022 09:30 AKST,103894.35,-29,61.71,,104181.01
01/02/2022 09:35 AKST,103860.49,-28,56.18,,104139.23
01/02/2022 09:40 AKST,103894.35,-30,67.83,,104188.89
01/02/2022 09:45 AKST,103894.35,-32,60.83,,104204.86
01/02/2022 09:50 AKST,103894.35,-32,60.83,,104204.86
01/02/2022 09:53 AKST,103894.35,-30.6,61.12,104110,104193.65
01/02/2022 09:55 AKST,103894.35,-31,61.12,,104196.84
01/02/2022 10:00 AKST,103894.35,-29,61.71,,104181.01
01/02/2022 10:05 AKST,103928.22,-33,74.21,,104246.91
01/02/2022 10:10 AKST,103894.35,-34,73.99,,104221.1
01/02/2022 10:15 AKST,103928.22,-35,5.08,,104263.29
01/02/2022 10:20 AKST,103928.22,-36,5.62,,104271.58
01/02/2022 10:25 AKST,103928.22,-36,5.62,,104271.58
01/02/2022 10:30 AKST,103928.22,-36,5.62,,104271.58
01/02/2022 10:35 AKST,103928.22,-37,6.22,,104279.95
01/02/2022 10:40 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 10:45 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 10:50 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 10:53 AKST,103928.22,-37.2,,104140,None
01/02/2022 10:55 AKST,103928.22,-37,6.22,,104279.95
01/02/2022 11:00 AKST,103928.22,-37,6.22,,104279.95
01/02/2022 11:05 AKST,103928.22,-37,6.22,,104279.95
01/02/2022 11:10 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 11:15 AKST,103928.22,-37,6.22,,104279.95
01/02/2022 11:20 AKST,103894.35,-37,6.22,,104245.97
01/02/2022 11:25 AKST,103928.22,-37,6.22,,104279.95
01/02/2022 11:30 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 11:35 AKST,103928.22,-39,7.64,,104296.89
01/02/2022 11:45 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 11:50 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 11:53 AKST,103928.22,-38.9,,104160,None
01/02/2022 11:55 AKST,103928.22,-39,7.64,,104296.89
01/02/2022 12:00 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 12:05 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 12:10 AKST,103928.22,-39,7.64,,104296.89
01/02/2022 12:15 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 12:20 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 12:25 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 12:30 AKST,103928.22,-37,6.22,,104279.95
01/02/2022 12:35 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 12:40 AKST,103928.22,-37,6.22,,104279.95
01/02/2022 12:45 AKST,103928.22,-36,5.62,,104271.58
01/02/2022 12:50 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 12:53 AKST,103962.08,-37.8,,104180,None
01/02/2022 12:55 AKST,,-37,6.22,,None
01/02/2022 13:00 AKST,,-37,6.22,,None
01/02/2022 13:05 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 13:10 AKST,103928.22,-39,7.64,,104296.89
01/02/2022 13:15 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 13:20 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 13:25 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 13:30 AKST,,-38,6.89,,None
01/02/2022 13:35 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 13:40 AKST,103928.22,-37,6.22,,104279.95
01/02/2022 13:45 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 13:50 AKST,103928.22,-37,6.22,,104279.95
01/02/2022 13:53 AKST,103928.22,-38.3,,104150,None
01/02/2022 13:55 AKST,103894.35,-39,7.64,,104262.92
01/02/2022 14:00 AKST,103928.22,-39,7.64,,104296.89
01/02/2022 14:05 AKST,103928.22,-39,7.64,,104296.89
01/02/2022 14:10 AKST,103928.22,-39,7.64,,104296.89
01/02/2022 14:15 AKST,,-38,6.89,,None
01/02/2022 14:20 AKST,103928.22,-38,6.89,,104288.38
01/02/2022 14:25 AKST,103928.22,-39,7.64,,104296.89
